N_Series,Series_ID,Horizon,MAE,RMSE
370,MT_337,96,20.128659426480848,25.09911951736497
370,MT_338,96,18.248696697738737,25.071073446073306
370,MT_339,96,89.21098292487765,147.2312471699376
370,MT_340,96,12.438369368749926,20.85080562533043
370,MT_341,96,55.761005850022705,100.89992950130838
370,MT_342,96,30.53554611319505,44.395937390860006
370,MT_343,96,10.291166176093894,15.586409363000076
370,MT_344,96,27.17241109177246,44.57829307989206
370,MT_345,96,126.95236573088755,276.31714572115806
370,MT_346,96,21.66825917478019,36.920483199645155
370,MT_347,96,2.124272905622972,3.6571920506966697
370,MT_348,96,8.488604707237263,14.45893937509471
370,MT_349,96,49.7373106796257,77.53694088696938
370,MT_350,96,95.7383697962088,147.36105167658894
370,MT_351,96,145.12406532852745,233.79626980648035
370,MT_352,96,13.437213089696217,18.612023877923992
370,MT_353,96,28.48675069366489,39.16116758537459
370,MT_354,96,21.486967837324816,33.53276377971174
370,MT_355,96,35.76401874149343,73.2635849838621
370,MT_356,96,15.817716333293113,29.722761924605997
370,MT_357,96,164.26851840934353,298.8404403880443
370,MT_358,96,39.601386312599274,54.522374570713275
370,MT_359,96,8.371190034652601,10.604350353719612
370,MT_360,96,38.6852825203834,55.91121304550175
370,MT_361,96,24.835584012548285,38.83995754037222
370,MT_362,96,4959.9185791015625,6042.023441909188
370,MT_363,96,261.25599125836646,401.658480463281
370,MT_364,96,72.72353941021505,102.80793720440799
370,MT_365,96,3.4778972142989137,6.713900649618003
370,MT_366,96,2.8332495049604183,4.394834110662234
370,MT_367,96,35.61880731345407,47.426826538140375
370,MT_368,96,15.067965093956564,19.800599192396387
370,MT_369,96,36.733258636116666,46.68212859949821
370,MT_370,96,1210.2743304828227,1424.5255452755434
