Model,Series_ID,Horizon,MAE,RMSE
Chronos-2,MT_151,96,15.988346424723353,24.845392616339986
Chronos-2,MT_152,96,54.21676262267679,68.8708396022861
Chronos-2,MT_153,96,32.012212928419686,46.91054787950897
Chronos-2,MT_154,96,2.471612297997693,3.193046327575497
Chronos-2,MT_155,96,44.76842229454613,57.0658972112908
Chronos-2,MT_156,96,27.233774295689102,37.703634540079335
Chronos-2,MT_157,96,352.2110233655009,471.4693931271668
Chronos-2,MT_158,96,30.742714873397205,38.8757109651818
Chronos-2,MT_159,96,2.751544531658384,3.5371926730485006
Chronos-2,MT_160,96,3.005134306096901,5.1498927941227715
Chronos-2,MT_161,96,229.24153484140402,292.43293837852
Chronos-2,MT_162,96,134.60048144712343,172.89927125442344
Chronos-2,MT_163,96,157.96140939152895,213.57327959452743
Chronos-2,MT_164,96,37.54816020527745,57.25445080269806
Chronos-2,MT_165,96,3.4324510973989466,4.299654533306529
Chronos-2,MT_166,96,61.27020715706499,76.05309518770252
Chronos-2,MT_167,96,5.3569564945744075,7.400526821681464
Chronos-2,MT_168,96,8.928367077810927,12.402955453602111
Chronos-2,MT_169,96,1.9177666595644025,2.6489631813491705
Chronos-2,MT_170,96,4.946077261330953,7.419876604619905
Chronos-2,MT_171,96,9.52013635755428,12.840089334668743
Chronos-2,MT_172,96,8.291015531077528,10.938814270158149
Chronos-2,MT_173,96,3.31193827166868,4.414372300127577
Chronos-2,MT_174,96,5.427238591560845,7.191916530725599
Chronos-2,MT_175,96,13.730538865976191,18.488084490128
Chronos-2,MT_176,96,4.103349006986556,5.753747896483521
Chronos-2,MT_177,96,11.59888724938125,16.769749408953963
Chronos-2,MT_178,96,8.870238346643291e-10,1.1818306810262635e-09
Chronos-2,MT_179,96,5.015417337583879,6.829778724929282
Chronos-2,MT_180,96,7.18692776565431,10.24518273177184
Chronos-2,MT_181,96,7.000195474819989,9.418215621325007
Chronos-2,MT_182,96,3.119780438437486,3.907634097705924
Chronos-2,MT_183,96,3.2418291122015055,4.449491153906147
Chronos-2,MT_184,96,4.290690592335196,5.681606182536182
Chronos-2,MT_185,96,4.465951439467051,5.780883069781432
Chronos-2,MT_186,96,33.69258203562237,44.809950130880665
Chronos-2,MT_187,96,3.8098395171225765,4.852394725533006
Chronos-2,MT_188,96,1.4362531541803414,1.9951862842778254
Chronos-2,MT_189,96,16.221190696259047,21.007622588434085
Chronos-2,MT_190,96,13.235262507683847,17.150688888113525
Chronos-2,MT_191,96,72.95467950285727,94.0334857108543
Chronos-2,MT_192,96,16.106542163780578,27.061594975377062
Chronos-2,MT_193,96,12.743803186709984,17.957902753363275
Chronos-2,MT_194,96,77.69418955657392,91.02043481575801
Chronos-2,MT_195,96,19.65290659642531,31.83150596505377
Chronos-2,MT_196,96,846.1205749511668,1090.227991366179
Chronos-2,MT_197,96,8.526362578928703,10.645297153385997
Chronos-2,MT_198,96,17.293873247848197,27.74957919099605
Chronos-2,MT_199,96,10.302447935856838,14.256943415937396
Chronos-2,MT_200,96,45.826276539706186,64.88315108824555
Chronos-2,MT_201,96,15.54034422081026,22.887689696157697
Chronos-2,MT_202,96,10.605717007543003,15.226312968119874
Chronos-2,MT_203,96,18.501635089997347,24.27225704523423
Chronos-2,MT_204,96,53.63811314995607,91.40054166537864
Chronos-2,MT_205,96,40.448267430235425,51.19221684377028
Chronos-2,MT_206,96,12.500832878755851,17.073615011375637
Chronos-2,MT_207,96,45.41088447224812,57.04485284653014
Chronos-2,MT_208,96,217.38082231794104,394.7286511768273
Chronos-2,MT_209,96,16.151864687601726,23.48882201026267
Chronos-2,MT_210,96,38.71063244250388,62.53563696057912
Chronos-2,MT_211,96,11.538727521896362,19.305646186456187
Chronos-2,MT_212,96,19.64998726142471,34.38379534663929
Chronos-2,MT_213,96,50.91744974705952,89.22483665655211
Chronos-2,MT_214,96,14.897553785755285,18.054178459678706
Chronos-2,MT_215,96,7.458217804248579,9.41084985191165
Chronos-2,MT_216,96,47.62724002572009,56.39275198535279
Chronos-2,MT_217,96,10.813647057338995,16.89224350430087
Chronos-2,MT_218,96,49.236210699868536,64.687709103781
Chronos-2,MT_219,96,63.070246532399175,112.73632293216832
Chronos-2,MT_220,96,120.99465953649853,184.7112925227613
Chronos-2,MT_221,96,8.085197674200026,10.998780913508075
Chronos-2,MT_222,96,49.41017479366726,74.30268691104074
Chronos-2,MT_223,96,8.870238346643291e-10,1.1818306810262635e-09
Chronos-2,MT_224,96,140.02106936542322,183.0191263770241
Chronos-2,MT_225,96,12.4860990880951,16.313487863763584
Chronos-2,MT_226,96,32.20462957623397,47.925095153955176
Chronos-2,MT_227,96,17.047293164468986,23.26230923551684
Chronos-2,MT_228,96,131.53102192125758,162.51676930504792
Chronos-2,MT_229,96,30.83122256660738,37.59139720156215
Chronos-2,MT_230,96,3.7077547677072986,4.772309636843433
Chronos-2,MT_231,96,32.18191353117132,48.00813168489928
Chronos-2,MT_232,96,2.6081425876390436,3.2921946161177558
Chronos-2,MT_233,96,6.288520976779151,8.55025978094609
Chronos-2,MT_234,96,3.233456884208057,4.309733431805428
Chronos-2,MT_235,96,26.435703670277377,34.65720177655975
